path,run_id,case_id,init_time_utc,provenance,domains,vars,physics,wrfout_count,wrfinput_count,wrfbdy_count,met_em_count,sidecar_cpu_run_dir
/mnt/data/canairy_meteo/runs/wrf_l3/20260515_18z_l3_24h_20260517T064752Z,20260515_18z_l3_24h_20260517T064752Z,20260515_18z,2026-05-15T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260516_18z_l2_72h_20260516T234038Z,20260516_18z_l2_72h_20260516T234038Z,20260516_18z,2026-05-16T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260516_18z_l3_24h_20260516T234038Z,20260516_18z_l3_24h_20260516T234038Z,20260516_18z,2026-05-16T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260517_18z_l2_72h_20260518T004341Z,20260517_18z_l2_72h_20260518T004341Z,20260517_18z,2026-05-17T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260517_18z_l3_24h_20260518T004341Z,20260517_18z_l3_24h_20260518T004341Z,20260517_18z,2026-05-17T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260518_18z_l2_72h_20260519T075505Z,20260518_18z_l2_72h_20260519T075505Z,20260518_18z,2026-05-18T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260518_18z_l3_24h_20260519T075505Z,20260518_18z_l3_24h_20260519T075505Z,20260518_18z,2026-05-18T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/phys_sweep/_metem/20260519_18z_compact_l3,20260519_18z_compact_l3,20260519_18z,2026-05-19T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,39,
/mnt/data/canairy_meteo/runs/wrf_l2/20260519_18z_l2_72h_20260520T025228Z,20260519_18z_l2_72h_20260520T025228Z,20260519_18z,2026-05-19T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260519_18z_l3_24h_20260520T025228Z,20260519_18z_l3_24h_20260520T025228Z,20260519_18z,2026-05-19T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260520_18z_l2_72h_20260521T045847Z,20260520_18z_l2_72h_20260521T045847Z,20260520_18z,2026-05-20T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260520_18z_l3_24h_20260521T045847Z,20260520_18z_l3_24h_20260521T045847Z,20260520_18z,2026-05-20T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260521_18z_72h/l3,l3,20260521_18z,2026-05-21T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260521_18z_l2rerun_72h/l3,l3,20260521_18z,2026-05-21T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260521_18z_l2rerun_l2_72h_20260522T231647Z,20260521_18z_l2rerun_l2_72h_20260522T231647Z,20260521_18z,2026-05-21T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260521_18z_l2rerun_l3_24h_20260522T231647Z,20260521_18z_l2rerun_l3_24h_20260522T231647Z,20260521_18z,2026-05-21T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260522_18z_72h/l3,l3,20260522_18z,2026-05-22T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260522_18z_l2_72h_20260523T055700Z,20260522_18z_l2_72h_20260523T055700Z,20260522_18z,2026-05-22T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260522_18z_l3_24h_20260523T055700Z,20260522_18z_l3_24h_20260523T055700Z,20260522_18z,2026-05-22T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260523_18z_72h/l3,l3,20260523_18z,2026-05-23T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260523_18z_l2_72h_20260524T004313Z,20260523_18z_l2_72h_20260524T004313Z,20260523_18z,2026-05-23T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260523_18z_l3_24h_20260524T004313Z,20260523_18z_l3_24h_20260524T004313Z,20260523_18z,2026-05-23T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260524_18z_72h/l3,l3,20260524_18z,2026-05-24T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260524_18z_l2_72h_20260525T225640Z,20260524_18z_l2_72h_20260525T225640Z,20260524_18z,2026-05-24T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260524_18z_l3_24h_20260525T225640Z,20260524_18z_l3_24h_20260525T225640Z,20260524_18z,2026-05-24T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260525_18z_72h/l3,l3,20260525_18z,2026-05-25T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260525_18z_l2_72h_20260526T221207Z,20260525_18z_l2_72h_20260526T221207Z,20260525_18z,2026-05-25T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260525_18z_l3_24h_20260526T221207Z,20260525_18z_l3_24h_20260526T221207Z,20260525_18z,2026-05-25T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260527_18z_72h/l3,l3,20260527_18z,2026-05-27T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260527_18z_l2_72h_20260528T002306Z,20260527_18z_l2_72h_20260528T002306Z,20260527_18z,2026-05-27T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260527_18z_l3_24h_20260528T002306Z,20260527_18z_l3_24h_20260528T002306Z,20260527_18z,2026-05-27T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260528_18z_72h/l3,l3,20260528_18z,2026-05-28T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260528_18z_l2_72h_20260529T002423Z,20260528_18z_l2_72h_20260529T002423Z,20260528_18z,2026-05-28T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260528_18z_l3_24h_20260529T002423Z,20260528_18z_l3_24h_20260529T002423Z,20260528_18z,2026-05-28T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260529_18z_72h/l3,l3,20260529_18z,2026-05-29T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260529_18z_l2_72h_20260530T054804Z,20260529_18z_l2_72h_20260530T054804Z,20260529_18z,2026-05-29T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260529_18z_l3_24h_20260530T054804Z,20260529_18z_l3_24h_20260530T054804Z,20260529_18z,2026-05-29T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260530_18z_72h/l3,l3,20260530_18z,2026-05-30T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260530_18z_l2_72h_20260531T161057Z,20260530_18z_l2_72h_20260531T161057Z,20260530_18z,2026-05-30T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260530_18z_l3_24h_20260531T161057Z,20260530_18z_l3_24h_20260531T161057Z,20260530_18z,2026-05-30T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260531_18z_120h/l3,l3,20260531_18z,2026-05-31T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,105,
/mnt/data/canairy_meteo/runs/wps_cases/20260531_18z_72h/l3,l3,20260531_18z,2026-05-31T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/gate_2way_d02_v013,gate_2way_d02_v013,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/gate_2way_v013,gate_2way_v013,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/gate_2way_v013c,gate_2way_v013c,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/gate_gwd_nested_v013b,gate_gwd_nested_v013b,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/gate_revalidate_gwd8,gate_revalidate_gwd8,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/campaign_l2,campaign_l2,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/campaign_l3,campaign_l3,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/terrain_sweep/_domain_validation/wps_geogrid_only,wps_geogrid_only,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/terrain_sweep/_elmedano_patch_test/wps_l3,wps_l3,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/terrain_sweep/_pine_only_test/wps_l3,wps_l3,,,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260428_18z_72h/ungrib,ungrib,20260428_18z,2026-04-28T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260429_18z_72h/ungrib,ungrib,20260429_18z,2026-04-29T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/terrain_sweep/_ungrib/20260518_18z,20260518_18z,20260518_18z,2026-05-18T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/phys_sweep/_ungrib/20260519_18z,20260519_18z,20260519_18z,2026-05-19T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260521_18z_72h/ungrib,ungrib,20260521_18z,2026-05-21T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260521_18z_l2rerun_72h/ungrib,ungrib,20260521_18z,2026-05-21T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260522_18z_72h/ungrib,ungrib,20260522_18z,2026-05-22T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260523_18z_72h/ungrib,ungrib,20260523_18z,2026-05-23T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260524_18z_72h/ungrib,ungrib,20260524_18z,2026-05-24T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260525_18z_72h/ungrib,ungrib,20260525_18z,2026-05-25T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260527_18z_72h/ungrib,ungrib,20260527_18z,2026-05-27T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260528_18z_72h/ungrib,ungrib,20260528_18z,2026-05-28T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260529_18z_72h/ungrib,ungrib,20260529_18z,2026-05-29T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260530_18z_72h/ungrib,ungrib,20260530_18z,2026-05-30T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260531_18z_120h/ungrib,ungrib,20260531_18z,2026-05-31T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260531_18z_72h/ungrib,ungrib,20260531_18z,2026-05-31T18:00:00+00:00,unknown,-,-,-,0,0,0,0,
