Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=137#",PushPop,4224,55310,4,1056.0,1024.0,1024,1152,64.0,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_clip,program_id=147#",PushPop,4160,85971,4,1040.0,1008.0,960,1184,99.5,4,1.0,0.0,1.0
"TSL:Thunk:#name=jit(maximum)/max,hlo_op=loop_maximum_fusion#",PushPop,4128,19880,2,2064.0,2064.0,864,3264,1697.1,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_clip,program_id=151#",PushPop,4064,72190,3,1354.7,1344.0,1344,1376,18.5,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=21#",PushPop,4064,251193,4,1016.0,1008.0,960,1088,54.7,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=83#",PushPop,4064,62711,4,1016.0,992.0,928,1152,95.6,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=23#",PushPop,3968,81011,4,992.0,992.0,960,1024,26.1,4,1.0,0.0,1.0
"TSL:XlaModule:#prefix=a,hlo_module=jit__squeeze,program_id=73#",PushPop,3840,51380,5,768.0,768.0,736,832,39.2,5,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=309#",PushPop,3808,87521,4,952.0,928.0,800,1152,179.8,4,1.0,0.0,1.0
"TSL:Thunk:#name=jit(concatenate)/concatenate,hlo_op=wrapped_concatenate#",PushPop,3776,52340,4,944.0,976.0,800,1024,106.1,4,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=273#",PushPop,3680,34330,1,3680.0,3680.0,3680,3680,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=209#",PushPop,3616,70690,1,3616.0,3616.0,3616,3616,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_convert_element_type,program_id=149#",PushPop,3616,64440,3,1205.3,1216.0,1088,1312,112.4,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=125#",PushPop,3456,60361,2,1728.0,1728.0,1472,1984,362.0,2,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_convert_element_type,program_id=33#",PushPop,3456,49980,4,864.0,864.0,800,928,52.3,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=41#",PushPop,3424,124171,4,856.0,848.0,768,960,102.4,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=221#",PushPop,3424,45621,1,3424.0,3424.0,3424,3424,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=277#",PushPop,3360,34690,1,3360.0,3360.0,3360,3360,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=53#",PushPop,3360,76920,5,672.0,672.0,640,704,22.6,5,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_subtract,program_id=279#",PushPop,3360,69950,4,840.0,832.0,768,928,84.2,4,1.0,0.0,1.0
"TSL:Thunk:#name=jit(less),hlo_op=loop_compare_fusion#",PushPop,3296,25380,4,824.0,768.0,768,992,112.0,4,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=115#",PushPop,3296,55820,4,824.0,800.0,768,928,75.6,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_less,program_id=185#",PushPop,3296,54050,4,824.0,768.0,768,992,112.0,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=25#",PushPop,3296,230693,4,824.0,832.0,800,832,16.0,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=81#",PushPop,3264,63360,4,816.0,816.0,768,864,41.3,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_maximum,program_id=241#",PushPop,3264,30330,1,3264.0,3264.0,3264,3264,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=251#",PushPop,3232,30100,1,3232.0,3232.0,3232,3232,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_convert_element_type,program_id=35#",PushPop,3232,61640,4,808.0,784.0,768,896,60.6,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=139#",PushPop,3200,49840,3,1066.7,1056.0,1056,1088,18.5,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=229#",PushPop,3200,34280,1,3200.0,3200.0,3200,3200,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=117#",PushPop,3168,75960,4,792.0,800.0,768,800,16.0,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_subtract,program_id=275#",PushPop,3168,32360,1,3168.0,3168.0,3168,3168,0.0,1,1.0,0.0,1.0
TSL:Thunk:#hlo_op=loop_add_fusion#,PushPop,3136,12650,1,3136.0,3136.0,3136,3136,0.0,1,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=223#",PushPop,3136,43730,1,3136.0,3136.0,3136,3136,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_broadcast_in_dim,program_id=217#",PushPop,3136,64020,3,1045.3,928.0,896,1312,231.5,3,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_convert_element_type,program_id=305#",PushPop,3136,54520,4,784.0,768.0,768,832,32.0,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=123#",PushPop,3104,82411,2,1552.0,1552.0,1408,1696,203.6,2,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_convert_element_type,program_id=37#",PushPop,3104,52950,4,776.0,768.0,736,832,40.3,4,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_convert_element_type,program_id=261#",PushPop,3008,48841,3,1002.7,992.0,992,1024,18.5,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit__where,program_id=235#",PushPop,2976,34350,1,2976.0,2976.0,2976,2976,0.0,1,1.0,0.0,1.0
"TSL:Thunk:#name=jit(multiply),hlo_op=loop_multiply_fusion#",PushPop,2944,21080,1,2944.0,2944.0,2944,2944,0.0,1,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=253#",PushPop,2944,30400,1,2944.0,2944.0,2944,2944,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=211#",PushPop,2944,69451,1,2944.0,2944.0,2944,2944,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_convert_element_type,program_id=29#",PushPop,2848,65071,3,949.3,1024.0,800,1024,129.3,3,1.0,0.0,1.0
"TSL:Thunk:#name=jit(less)/lt,hlo_op=loop_compare_fusion#",PushPop,2784,27130,3,928.0,800.0,768,1216,249.9,3,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_greater,program_id=153#",PushPop,2784,53411,3,928.0,928.0,800,1056,128.0,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_less,program_id=169#",PushPop,2784,58700,3,928.0,800.0,768,1216,249.9,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit__where,program_id=207#",PushPop,2752,41980,3,917.3,928.0,896,928,18.5,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=281#",PushPop,2752,31650,1,2752.0,2752.0,2752,2752,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=283#",PushPop,2688,30760,1,2688.0,2688.0,2688,2688,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=287#",PushPop,2688,81621,2,1344.0,1344.0,896,1792,633.6,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=247#",PushPop,2656,32760,1,2656.0,2656.0,2656,2656,0.0,1,1.0,0.0,1.0
"TSL:Thunk:#name=jit(abs)/abs,hlo_op=wrapped_abs#",PushPop,2624,10300,1,2624.0,2624.0,2624,2624,0.0,1,1.0,1.0,0.0
"TSL:Thunk:#name=jit(arcsin)/asin,hlo_op=wrapped_asin#",PushPop,2624,14080,2,1312.0,1312.0,1088,1536,316.8,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_abs,program_id=231#",PushPop,2624,31760,1,2624.0,2624.0,2624,2624,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_arcsin,program_id=331#",PushPop,2624,38850,2,1312.0,1312.0,1088,1536,316.8,2,1.0,0.0,1.0
"TSL:Thunk:#name=args[1],hlo_op=loop_select_fusion#",PushPop,2592,21121,3,864.0,800.0,768,1024,139.5,3,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=59#",PushPop,2592,53510,3,864.0,768.0,768,1056,166.3,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_subtract,program_id=271#",PushPop,2592,34741,1,2592.0,2592.0,2592,2592,0.0,1,1.0,0.0,1.0
"TSL:Thunk:#name=jit(_power),hlo_op=loop_power_fusion#",PushPop,2560,15080,1,2560.0,2560.0,2560,2560,0.0,1,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit__power,program_id=245#",PushPop,2560,39880,1,2560.0,2560.0,2560,2560,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=a,hlo_module=jit__squeeze,program_id=65#",PushPop,2432,41160,3,810.7,832.0,736,864,66.6,3,1.0,0.0,1.0
TSL:Thunk:#hlo_op=loop_divide_fusion#,PushPop,2368,23970,2,1184.0,1184.0,1024,1344,226.3,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=203#",PushPop,2368,82810,2,1184.0,1184.0,1152,1216,45.3,2,1.0,0.0,1.0
"TSL:Thunk:#name=jit(gather)/gather,hlo_op=loop_gather_fusion#",PushPop,2336,13550,2,1168.0,1168.0,1088,1248,113.1,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_gather,program_id=199#",PushPop,2336,37660,2,1168.0,1168.0,1088,1248,113.1,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=143#",PushPop,2304,40821,2,1152.0,1152.0,1120,1184,45.3,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=89#",PushPop,2208,71550,3,736.0,736.0,704,768,32.0,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=91#",PushPop,2208,67471,3,736.0,736.0,704,768,32.0,3,1.0,0.0,1.0
"TSL:Thunk:#name=jit(arctan2)/atan2,hlo_op=wrapped_atan2#",PushPop,2176,11150,1,2176.0,2176.0,2176,2176,0.0,1,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_arctan2,program_id=325#",PushPop,2176,35391,1,2176.0,2176.0,2176,2176,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=133#",PushPop,2144,53820,3,714.7,704.0,704,736,18.5,3,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_greater,program_id=233#",PushPop,2112,31531,1,2112.0,2112.0,2112,2112,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=289#",PushPop,2048,79471,2,1024.0,1024.0,896,1152,181.0,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=77#",PushPop,2048,56741,2,1024.0,1024.0,928,1120,135.8,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_arctan,program_id=323#",PushPop,2016,35140,1,2016.0,2016.0,2016,2016,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_subtract,program_id=227#",PushPop,2016,41900,1,2016.0,2016.0,2016,2016,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_convert_element_type,program_id=177#",PushPop,1920,37030,2,960.0,960.0,896,1024,90.5,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=101#",PushPop,1920,60881,2,960.0,960.0,832,1088,181.0,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_sqrt,program_id=157#",PushPop,1920,41520,2,960.0,960.0,928,992,45.3,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=49#",PushPop,1888,65380,2,944.0,944.0,928,960,22.6,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=295#",PushPop,1824,55651,2,912.0,912.0,832,992,113.1,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=215#",PushPop,1824,49290,1,1824.0,1824.0,1824,1824,0.0,1,1.0,0.0,1.0
"TSL:Thunk:#name=jit(bitwise_and)/and,hlo_op=wrapped_and#",PushPop,1792,13100,2,896.0,896.0,768,1024,181.0,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit__where,program_id=181#",PushPop,1792,39431,2,896.0,896.0,896,896,0.0,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_bitwise_and,program_id=187#",PushPop,1792,35610,2,896.0,896.0,768,1024,181.0,2,1.0,0.0,1.0
"TSL:Thunk:#name=jit(select_n)/select_n,hlo_op=wrapped_select#",PushPop,1760,14620,2,880.0,880.0,864,896,22.6,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_clip,program_id=189#",PushPop,1760,51300,2,880.0,880.0,800,960,113.1,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=297#",PushPop,1760,45581,2,880.0,880.0,864,896,22.6,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_select_n,program_id=193#",PushPop,1760,38390,2,880.0,880.0,864,896,22.6,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=107#",PushPop,1728,56951,2,864.0,864.0,864,864,0.0,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=113#",PushPop,1728,52210,2,864.0,864.0,832,896,45.3,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_dynamic_slice,program_id=119#",PushPop,1728,49280,2,864.0,864.0,832,896,45.3,2,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_broadcast_in_dim,program_id=201#",PushPop,1728,28900,2,864.0,864.0,800,928,90.5,2,1.0,0.0,1.0
"TSL:Thunk:#name=jit(greater_equal),hlo_op=loop_compare_fusion#",PushPop,1696,14020,2,848.0,848.0,768,928,113.1,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_greater_equal,program_id=183#",PushPop,1696,36811,2,848.0,848.0,768,928,113.1,2,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit__broadcast_arrays,program_id=195#",PushPop,1696,38280,2,848.0,848.0,768,928,113.1,2,1.0,0.0,1.0
"TSL:Thunk:#name=jit(_pad),hlo_op=input_concatenate_fusion#",PushPop,1664,34040,2,832.0,832.0,800,864,45.3,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=85#",PushPop,1664,53910,2,832.0,832.0,800,864,45.3,2,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_squeeze,program_id=205#",PushPop,1664,40490,2,832.0,832.0,768,896,90.5,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=111#",PushPop,1632,37120,1,1632.0,1632.0,1632,1632,0.0,1,1.0,0.0,1.0
"TSL:Thunk:#name=jit(bitwise_or)/or,hlo_op=wrapped_or#",PushPop,1600,18120,2,800.0,800.0,768,832,45.3,2,1.0,1.0,0.0
"TSL:Thunk:#name=jit(rint)/round,hlo_op=wrapped_round-nearest-even#",PushPop,1600,13870,2,800.0,800.0,800,800,0.0,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_bitwise_or,program_id=171#",PushPop,1600,41110,2,800.0,800.0,768,832,45.3,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=141#",PushPop,1600,40230,2,800.0,800.0,736,864,90.5,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_rint,program_id=175#",PushPop,1600,36680,2,800.0,800.0,800,800,0.0,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_subtract,program_id=95#",PushPop,1600,54920,2,800.0,800.0,768,832,45.3,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=213#",PushPop,1568,55391,1,1568.0,1568.0,1568,1568,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=243#",PushPop,1568,30220,1,1568.0,1568.0,1568,1568,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_broadcast_in_dim,program_id=197#",PushPop,1568,28480,2,784.0,784.0,768,800,22.6,2,1.0,0.0,1.0
"TSL:Thunk:#name=jit(negative)/neg,hlo_op=wrapped_negate#",PushPop,1536,10411,1,1536.0,1536.0,1536,1536,0.0,1,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=191#",PushPop,1536,38330,2,768.0,768.0,736,800,45.3,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_negative,program_id=237#",PushPop,1536,31271,1,1536.0,1536.0,1536,1536,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=105#",PushPop,1536,41061,1,1536.0,1536.0,1536,1536,0.0,1,1.0,0.0,1.0
"TSL:Thunk:#name=jit(equal),hlo_op=loop_compare_fusion#",PushPop,1504,13450,2,752.0,752.0,736,768,22.6,2,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_equal,program_id=179#",PushPop,1504,36220,2,752.0,752.0,736,768,22.6,2,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_convert_element_type,program_id=39#",PushPop,1440,53060,1,1440.0,1440.0,1440,1440,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=255#",PushPop,1408,29900,1,1408.0,1408.0,1408,1408,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=303#",PushPop,1408,40920,2,704.0,704.0,640,768,90.5,2,1.0,0.0,1.0
"TSL:Thunk:#name=jit(exp)/exp,hlo_op=wrapped_exponential#",PushPop,1376,10350,1,1376.0,1376.0,1376,1376,0.0,1,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_exp,program_id=161#",PushPop,1376,33401,1,1376.0,1376.0,1376,1376,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_broadcast_in_dim,program_id=219#",PushPop,1376,38910,1,1376.0,1376.0,1376,1376,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=93#",PushPop,1344,52610,2,672.0,672.0,672,672,0.0,2,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=315#",PushPop,1344,35250,1,1344.0,1344.0,1344,1344,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=163#",PushPop,1312,32130,1,1312.0,1312.0,1312,1312,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=43#",PushPop,1280,48640,1,1280.0,1280.0,1280,1280,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_convert_element_type,program_id=263#",PushPop,1152,35351,1,1152.0,1152.0,1152,1152,0.0,1,1.0,0.0,1.0
"TSL:Thunk:#name=jit(greater_equal)/ge,hlo_op=loop_compare_fusion#",PushPop,1056,10550,1,1056.0,1056.0,1056,1056,0.0,1,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit_greater_equal,program_id=329#",PushPop,1056,32670,1,1056.0,1056.0,1056,1056,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_concatenate,program_id=293#",PushPop,1024,39320,1,1024.0,1024.0,1024,1024,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_concatenate,program_id=301#",PushPop,1024,37391,1,1024.0,1024.0,1024,1024,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=159#",PushPop,1024,34890,1,1024.0,1024.0,1024,1024,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_true_divide,program_id=321#",PushPop,1024,36441,1,1024.0,1024.0,1024,1024,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=57#",PushPop,960,40031,1,960.0,960.0,960,960,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_convert_element_type,program_id=1#",PushPop,960,539694,1,960.0,960.0,960,960,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_concatenate,program_id=291#",PushPop,928,52650,1,928.0,928.0,928,928,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_broadcast_in_dim,program_id=311#",PushPop,928,21500,1,928.0,928.0,928,928,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit__pad,program_id=97#",PushPop,864,58810,1,864.0,864.0,864,864,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_broadcast_in_dim,program_id=135#",PushPop,864,34190,1,864.0,864.0,864,864,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_maximum,program_id=155#",PushPop,864,34500,1,864.0,864.0,864,864,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_broadcast_in_dim,program_id=317#",PushPop,864,23870,1,864.0,864.0,864,864,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=327#",PushPop,832,33041,1,832.0,832.0,832,832,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=79#",PushPop,832,44370,1,832.0,832.0,832,832,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_subtract,program_id=109#",PushPop,832,37500,1,832.0,832.0,832,832,0.0,1,1.0,0.0,1.0
"TSL:Thunk:#name=jit(subtract)/sub,hlo_op=loop_subtract_fusion#",PushPop,800,9910,1,800.0,800.0,800,800,0.0,1,1.0,1.0,0.0
"TSL:XlaModule:#hlo_module=jit__pad,program_id=99#",PushPop,800,50801,1,800.0,800.0,800,800,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=165#",PushPop,800,31960,1,800.0,800.0,800,800,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_add,program_id=285#",PushPop,800,35730,1,800.0,800.0,800,800,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_concatenate,program_id=299#",PushPop,800,36390,1,800.0,800.0,800,800,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_subtract,program_id=103#",PushPop,800,42091,1,800.0,800.0,800,800,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_subtract,program_id=333#",PushPop,800,31910,1,800.0,800.0,800,800,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#prefix=args[0],hlo_module=jit_convert_element_type,program_id=31#",PushPop,800,24410,1,800.0,800.0,800,800,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=167#",PushPop,768,32010,1,768.0,768.0,768,768,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=313#",PushPop,768,34290,1,768.0,768.0,768,768,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=319#",PushPop,768,35300,1,768.0,768.0,768,768,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_multiply,program_id=45#",PushPop,768,45070,1,768.0,768.0,768,768,0.0,1,1.0,0.0,1.0
"TSL:XlaModule:#hlo_module=jit_subtract,program_id=47#",PushPop,768,39410,1,768.0,768.0,768,768,0.0,1,1.0,0.0,1.0
